index	claim	evidence	label
651	ITAM phosphorylation prevents the transfer of the T cell receptor (TCR) signal from the echo-domain to the cytoplasmic tail of the T cell receptor (TCR).	By using well-defined ligands, we showed that induction of the conformational change requires both multivalent engagement and the mobility restriction of the TCR-CD3 imposed by the plasma membrane. This conformational change at CD3 reverts upon ligand dissociation and is required for T cell activation. The mechanism by which TCRalphabeta ligand binding confers conformational changes to CD3 is unknown.	NOT_ENOUGH_INFO
652	IgA plasma cells that are specific for transglutaminase 2 accumulate in the duodenal mucosa on commencement of a gluten-free diet.	3). We assessed in a comprehensive and nonbiased manner the IgA anti-TG2 response by expression cloning of the antibody repertoire of ex vivo–isolated intestinal antibody-secreting cells (ASCs). TG2-specific antibodies did not block enzymatic activity and served as substrates for TG2-mediated crosslinking when expressed as IgD or IgM but not as IgA1 or IgG1.	NOT_ENOUGH_INFO
653	Immune responses result in the development of inflammatory Th17 cells and anti-inflammatory iTregs.	Mice lacking junctional adhesion molecule A (JAM-A, encoded by F11r) exhibit enhanced intestinal epithelial permeability, bacterial translocation, and elevated colonic lymphocyte numbers, yet do not develop colitis. Although negligible contributions of adaptive immunity in F11r(+/+)Rag1(-/-) mice were observed, F11r(-/-)Rag1(-/-) mice exhibited increased microflora-dependent colitis. Additionally, loss of JAM-A resulted in elevated mucosal and serum IgA that was dependent upon CD4(+) T cells and TGF-β. Elimination of T cell subsets and cytokine analyses revealed a protective role for TGF-β-producing CD4(+) T cells in F11r(-/-) mice. Absence of IgA in F11r(+/+)Igha(-/-) mice did not affect disease, whereas F11r(-/-)Igha(-/-) mice displayed markedly increased susceptibility to acute injury-induced colitis. To investigate the contribution of adaptive immune compensation in response to increased intestinal epithelial permeability, we examined the susceptibility of F11r(-/-)Rag1(-/-) mice to acute colitis.	NOT_ENOUGH_INFO
654	In domesticated populations of Saccharomyces cerevisiae, whole chromosome aneuploidy is very uncommon.	PAPERCLIP. Together, these results shed light on the origins, evolutionary history, and phenotypic diversity of industrial yeasts and provide a resource for further selection of superior strains.	NOT_ENOUGH_INFO
655	In mice, P. chabaudi parasites are able to proliferate faster early in infection when inoculated at lower numbers than when inoculated at high numbers.	Our analysis showed that the capacity of innate responses to restrict initial parasite growth saturates with parasite dose and that experimentally enhanced innate immunity can affect parasite density indirectly via resource depletion.	NOT_ENOUGH_INFO
656	In mouse models, the loss of CSF1R facilitates MOZ-TIF2-induced leuekmogenesis.	Cells expressing high amounts of CSF1R (CSF1Rhigh cells), but not those expressing low amounts of CSF1R (CSF1Rlow cells), showed potent leukemia-initiating activity. Moreover, induction of AML was suppressed in CSF1R-deficient mice and CSF1R inhibitors slowed the progression of MOZ-TIF2–induced leukemia. Thus, in this subtype of AML, leukemia stem cells are contained within the CSF1Rhigh cell population, and we suggest that targeting of PU.1-mediated upregulation of CSF1R expression might be a useful therapeutic approach.	REFUTES
657	In transgenic mice harboring green florescent protein under the control of the Sox2 promoter, less than ten percent of the cells with green florescent colocalize with cell proliferation markers.	Lentivirus- and retrovirus-mediated fate-tracing studies showed that Sox2+ cells in the SGZ have potential to give rise to neurons and astrocytes, revealing their multipotency at the population as well as at a single-cell level. To characterize the properties of adult neural stem cells (NSCs), we generated and analyzed Sox2-GFP transgenic mice. An asymmetric contribution of Sox2+ NSCs may play an important role in maintaining the constant size of the NSC pool and producing newly born neurons during adult neurogenesis. Sox2-GFP cells in the subgranular zone (SGZ) express markers specific for progenitors, but they represent two morphologically distinct populations that differ in proliferation levels. In response to mitotic signals, increased proliferation of Sox2+ cells is coupled with the generation of Sox2+ NSCs as well as neuronal precursors.	NOT_ENOUGH_INFO
658	In young and middle-aged adults, current or remote uses of ADHD medications do not increase the risk of serious cardiovascular events.	The multivariable-adjusted rate ratio (RR) of serious cardiovascular events for current use vs nonuse of ADHD medications was 0.83 (95% CI, 0.72-0.96). Among new users of ADHD medications, the adjusted RR was 0.77 (95% CI, 0.63-0.94). CONCLUSIONS Among young and middle-aged adults, current or new use of ADHD medications, compared with nonuse or remote use, was not associated with an increased risk of serious cardiovascular events.	SUPPORTS
659	Incidence of heart failure decreased by 10% in women since 1979.	RESULTS The incidence of heart failure was higher among men (378/100 000 persons; 95% confidence interval [CI], 361-395 for men; 289/100 000 persons; 95% CI, 277-300 for women) and did not change over time among men or women.	SUPPORTS
660	Incidence rates of cervical cancer have decreased.	The number of women dying from cervical cancer in 1997 was 7% lower than in 1996 and has fallen by over 25% since 1992.1 Such rapid change must be at least partly due to cervical screening, although strong cohort effects have caused large fluctuations in cervical mortality in the past.2 We modelled mortality data, taking into account the effects of age and year of birth and looking for trends in time within four age groups to estimate the beneficial effects of cervical screening.  	SUPPORTS
661	Incidence rates of cervical cancer have decreased.	RESULTS The mean incidence of cervical carcinoma in the early 1960s was 15.4 per 10(5) woman-years. In 1991, it was only 2.7 per 10(5) woman-years.	SUPPORTS
662	Incidence rates of cervical cancer have decreased.	Incidence and mortality rates have declined more in Finland.	SUPPORTS
663	Incidence rates of cervical cancer have increased due to nationwide screening programs based primarily on cytology to detect uterine cervical cancer.	Incidence and mortality rates have declined more in Finland. The decline in mortality in Finland seems to be almost completely related to the screening programme whereas in the Netherlands it was initially considered to be a natural decline.	REFUTES
664	Increased microtubule acetylation repairs LRRK2 Roc-COR domain mutation induced locomotor deficits.	In vitro, increasing microtubule acetylation using deacetylase inhibitors or the tubulin acetylase αTAT1 prevents association of mutant LRRK2 with microtubules, and the deacetylase inhibitor trichostatin A (TSA) restores axonal transport.	SUPPORTS
665	Inositol lipid 3-phosphatase PTEN converts Ptdlns(3,4)P 2 into phosphatidylinositol 4-phosphate.	Here we show that PTEN also functions as a PI(3,4)P2 3-phosphatase, both in vitro and in vivo.	SUPPORTS
666	Insomnia can be effectively treated with cognitive behavioral therapy.	RESULTS CBT resulted in improved short- and long-term outcomes compared with zopiclone on 3 out of 4 outcome measures. Participants receiving CBT improved their sleep efficiency from 81.4% at pretreatment to 90.1% at 6-month follow-up compared with a decrease from 82.3% to 81.9% in the zopiclone group. Participants in the CBT group spent much more time in slow-wave sleep (stages 3 and 4) compared with those in other groups, and spent less time awake during the night. CONCLUSION These results suggest that interventions based on CBT are superior to zopiclone treatment both in short- and long-term management of insomnia in older adults.   	SUPPORTS
